city_state_id,city,state
1,Adak,AK
2,Akiachak,AK
3,Akiak,AK
4,Akutan,AK
5,Alakanuk,AK
6,Aleknagik,AK
7,Allakaket,AK
8,Ambler,AK
9,Anaktuvuk Pass,AK
10,Anchor Point,AK
11,Anchorage,AK
12,Anderson,AK
13,Angoon,AK
14,Aniak,AK
15,Anvik,AK
16,Arctic Village,AK
17,Atka,AK
18,Atqasuk,AK
19,Barrow,AK
20,Beaver,AK
21,Bethel,AK
22,Bettles Field,AK
23,Big Lake,AK
24,Brevig Mission,AK
25,Buckland,AK
26,Cantwell,AK
27,Central,AK
28,Chalkyitsik,AK
29,Chefornak,AK
30,Chevak,AK
31,Chicken,AK
32,Chignik,AK
33,Chignik Lagoon,AK
34,Chignik Lake,AK
35,Chitina,AK
36,Chugiak,AK
37,Circle,AK
38,Clam Gulch,AK
39,Clarks Point,AK
40,Clear,AK
41,Coffman Cove,AK
42,Cold Bay,AK
43,Cooper Landing,AK
44,Copper Center,AK
45,Cordova,AK
46,Craig,AK
47,Crooked Creek,AK
48,Deering,AK
49,Delta Junction,AK
50,Denali National Park,AK
51,Dillingham,AK
52,Douglas,AK
53,Dutch Harbor,AK
54,Eagle,AK
55,Eagle River,AK
56,Eek,AK
57,Egegik,AK
58,Eielson Afb,AK
59,Ekwok,AK
60,Elfin Cove,AK
61,Elim,AK
62,Emmonak,AK
63,Ester,AK
64,Fairbanks,AK
65,False Pass,AK
66,Fort Wainwright,AK
67,Fort Yukon,AK
68,Gakona,AK
69,Galena,AK
70,Gambell,AK
71,Girdwood,AK
72,Glennallen,AK
73,Goodnews Bay,AK
74,Grayling,AK
75,Gustavus,AK
76,Haines,AK
77,Healy,AK
78,Holy Cross,AK
79,Homer,AK
80,Hoonah,AK
81,Hooper Bay,AK
82,Hope,AK
83,Houston,AK
84,Hughes,AK
85,Huslia,AK
86,Hydaburg,AK
87,Hyder,AK
88,Iliamna,AK
89,Indian,AK
90,Jber,AK
91,Juneau,AK
92,Kake,AK
93,Kaktovik,AK
94,Kalskag,AK
95,Kaltag,AK
96,Karluk,AK
97,Kasigluk,AK
98,Kasilof,AK
99,Kenai,AK
100,Ketchikan,AK
101,Kiana,AK
102,King Cove,AK
103,King Salmon,AK
104,Kipnuk,AK
105,Kivalina,AK
106,Klawock,AK
107,Kobuk,AK
108,Kodiak,AK
109,Kotlik,AK
110,Kotzebue,AK
111,Koyuk,AK
112,Koyukuk,AK
113,Kwethluk,AK
114,Kwigillingok,AK
115,Lake Minchumina,AK
116,Larsen Bay,AK
117,Levelock,AK
118,Lower Kalskag,AK
119,Manley Hot Springs,AK
120,Manokotak,AK
121,Marshall,AK
122,McGrath,AK
123,Mekoryuk,AK
124,Metlakatla,AK
125,Meyers Chuck,AK
126,Minto,AK
127,Moose Pass,AK
128,Mountain Village,AK
129,Naknek,AK
130,Napakiak,AK
131,Nenana,AK
132,New Stuyahok,AK
133,Nightmute,AK
134,Nikiski,AK
135,Nikolai,AK
136,Nikolski,AK
137,Ninilchik,AK
138,Noatak,AK
139,Nome,AK
140,Nondalton,AK
141,Noorvik,AK
142,North Pole,AK
143,Northway,AK
144,Nuiqsut,AK
145,Nulato,AK
146,Nunam Iqua,AK
147,Nunapitchuk,AK
148,Old Harbor,AK
149,Ouzinkie,AK
150,Palmer,AK
151,Pedro Bay,AK
152,Pelican,AK
153,Perryville,AK
154,Petersburg,AK
155,Pilot Point,AK
156,Pilot Station,AK
157,Platinum,AK
158,Point Baker,AK
159,Point Hope,AK
160,Point Lay,AK
161,Port Alexander,AK
162,Port Alsworth,AK
163,Port Heiden,AK
164,Port Lions,AK
165,Prudhoe Bay,AK
166,Quinhagak,AK
167,Rampart,AK
168,Red Devil,AK
169,Ruby,AK
170,Russian Mission,AK
171,Saint George Island,AK
172,Saint Marys,AK
173,Saint Michael,AK
174,Saint Paul Island,AK
175,Salcha,AK
176,Sand Point,AK
177,Savoonga,AK
178,Scammon Bay,AK
179,Selawik,AK
180,Seldovia,AK
181,Seward,AK
182,Shageluk,AK
183,Shaktoolik,AK
184,Shishmaref,AK
185,Shungnak,AK
186,Sitka,AK
187,Skagway,AK
188,Skwentna,AK
189,Sleetmute,AK
190,Soldotna,AK
191,South Naknek,AK
192,Stebbins,AK
193,Sterling,AK
194,Stevens Village,AK
195,Sutton,AK
196,Takotna,AK
197,Talkeetna,AK
198,Tanacross,AK
199,Tanana,AK
200,Tatitlek,AK
201,Teller,AK
202,Tenakee Springs,AK
203,Thorne Bay,AK
204,Togiak,AK
205,Tok,AK
206,Toksook Bay,AK
207,Trapper Creek,AK
208,Tuluksak,AK
209,Tuntutuliak,AK
210,Tununak,AK
211,Tyonek,AK
212,Unalakleet,AK
213,Unalaska,AK
214,Valdez,AK
215,Venetie,AK
216,Wainwright,AK
217,Wales,AK
218,Wasilla,AK
219,White Mountain,AK
220,Whittier,AK
221,Willow,AK
222,Wrangell,AK
223,Yakutat,AK
224,Abbeville,AL
225,Adamsville,AL
226,Addison,AL
227,Adger,AL
228,Akron,AL
229,Alabaster,AL
230,Alberta,AL
231,Albertville,AL
232,Alexander City,AL
233,Alexandria,AL
234,Aliceville,AL
235,Allgood,AL
236,Alpine,AL
237,Altoona,AL
238,Andalusia,AL
239,Anderson,AL
240,Anniston,AL
241,Arab,AL
242,Ardmore,AL
243,Ariton,AL
244,Arley,AL
245,Arlington,AL
246,Ashford,AL
247,Ashland,AL
248,Ashville,AL
249,Athens,AL
250,Atmore,AL
251,Attalla,AL
252,Auburn,AL
253,Auburn University,AL
254,Autaugaville,AL
255,Axis,AL
256,Baileyton,AL
257,Banks,AL
258,Bankston,AL
259,Bay Minette,AL
260,Bayou La Batre,AL
261,Bear Creek,AL
262,Beatrice,AL
263,Beaverton,AL
264,Belk,AL
265,Bellamy,AL
266,Belle Mina,AL
267,Bellwood,AL
268,Berry,AL
269,Bessemer,AL
270,Billingsley,AL
271,Birmingham,AL
272,Black,AL
273,Blountsville,AL
274,Boaz,AL
275,Boligee,AL
276,Bon Air,AL
277,Bon Secour,AL
278,Booth,AL
279,Boykin,AL
280,Brantley,AL
281,Bremen,AL
282,Brent,AL
283,Brewton,AL
284,Bridgeport,AL
285,Brierfield,AL
286,Brilliant,AL
287,Brookside,AL
288,Brookwood,AL
289,Brownsboro,AL
290,Brundidge,AL
291,Bryant,AL
292,Bucks,AL
293,Buhl,AL
294,Butler,AL
295,Calera,AL
296,Calvert,AL
297,Camden,AL
298,Camp Hill,AL
299,Campbell,AL
300,Carbon Hill,AL
301,Carrollton,AL
302,Castleberry,AL
303,Catherine,AL
304,Cecil,AL
305,Cedar Bluff,AL
306,Centre,AL
307,Centreville,AL
308,Chancellor,AL
309,Chatom,AL
310,Chelsea,AL
311,Cherokee,AL
312,Childersburg,AL
313,Chunchula,AL
314,Citronelle,AL
315,Clanton,AL
316,Clayton,AL
317,Cleveland,AL
318,Clio,AL
319,Clopton,AL
320,Coden,AL
321,Coffee Springs,AL
322,Coffeeville,AL
323,Coker,AL
324,Collinsville,AL
325,Columbia,AL
326,Columbiana,AL
327,Cook Springs,AL
328,Coosada,AL
329,Cordova,AL
330,Cottondale,AL
331,Cottonton,AL
332,Cottonwood,AL
333,Courtland,AL
334,Cowarts,AL
335,Coy,AL
336,Cragford,AL
337,Crane Hill,AL
338,Creola,AL
339,Cropwell,AL
340,Crossville,AL
341,Cuba,AL
342,Cullman,AL
343,Cusseta,AL
344,Dadeville,AL
345,Daleville,AL
346,Danville,AL
347,Daphne,AL
348,Dauphin Island,AL
349,Daviston,AL
350,Dawson,AL
351,Deatsville,AL
352,Decatur,AL
353,Deer Park,AL
354,Delta,AL
355,Demopolis,AL
356,Detroit,AL
357,Dickinson,AL
358,Dixons Mills,AL
359,Docena,AL
360,Dolomite,AL
361,Dora,AL
362,Dothan,AL
363,Double Springs,AL
364,Dozier,AL
365,Duncanville,AL
366,Dutton,AL
367,Eastaboga,AL
368,Echola,AL
369,Eclectic,AL
370,Eight Mile,AL
371,Elba,AL
372,Elberta,AL
373,Eldridge,AL
374,Elkmont,AL
375,Elmore,AL
376,Elrod,AL
377,Emelle,AL
378,Empire,AL
379,Enterprise,AL
380,Epes,AL
381,Equality,AL
382,Estillfork,AL
383,Ethelsville,AL
384,Eufaula,AL
385,Eutaw,AL
386,Eva,AL
387,Evergreen,AL
388,Excel,AL
389,Fackler,AL
390,Fairfield,AL
391,Fairhope,AL
392,Falkville,AL
393,Faunsdale,AL
394,Fayette,AL
395,Fitzpatrick,AL
396,Five Points,AL
397,Flat Rock,AL
398,Flomaton,AL
399,Florala,AL
400,Florence,AL
401,Foley,AL
402,Forest Home,AL
403,Forkland,AL
404,Fort Davis,AL
405,Fort Deposit,AL
406,Fort Mitchell,AL
407,Fort Novosel,AL
408,Fort Payne,AL
409,Fosters,AL
410,Franklin,AL
411,Frankville,AL
412,Frisco City,AL
413,Fruitdale,AL
414,Fruithurst,AL
415,Fulton,AL
416,Fultondale,AL
417,Furman,AL
418,Fyffe,AL
419,Gadsden,AL
420,Gainestown,AL
421,Gainesville,AL
422,Gallant,AL
423,Gallion,AL
424,Gantt,AL
425,Garden City,AL
426,Gardendale,AL
427,Gaylesville,AL
428,Geneva,AL
429,Georgiana,AL
430,Geraldine,AL
431,Gilbertown,AL
432,Glen Allen,AL
433,Glenwood,AL
434,Goodwater,AL
435,Gordo,AL
436,Gordon,AL
437,Goshen,AL
438,Grady,AL
439,Graham,AL
440,Grand Bay,AL
441,Grant,AL
442,Graysville,AL
443,Green Pond,AL
444,Greensboro,AL
445,Greenville,AL
446,Grove Hill,AL
447,Groveoak,AL
448,Guin,AL
449,Gulf Shores,AL
450,Guntersville,AL
451,Gurley,AL
452,Hackleburg,AL
453,Haleyville,AL
454,Hamilton,AL
455,Hanceville,AL
456,Hardaway,AL
457,Harpersville,AL
458,Hartford,AL
459,Hartselle,AL
460,Harvest,AL
461,Hatchechubbee,AL
462,Hayden,AL
463,Hayneville,AL
464,Hazel Green,AL
465,Headland,AL
466,Heflin,AL
467,Helena,AL
468,Henagar,AL
469,Higdon,AL
470,Highland Home,AL
471,Hillsboro,AL
472,Hodges,AL
473,Hollins,AL
474,Holly Pond,AL
475,Hollytree,AL
476,Hollywood,AL
477,Honoraville,AL
478,Hoover,AL
479,Hope Hull,AL
480,Horton,AL
481,Houston,AL
482,Huntsville,AL
483,Hurtsboro,AL
484,Huxford,AL
485,Ider,AL
486,Irondale,AL
487,Irvington,AL
488,Jachin,AL
489,Jack,AL
490,Jackson,AL
491,Jacksons Gap,AL
492,Jacksonville,AL
493,Jasper,AL
494,Jemison,AL
495,Jones,AL
496,Joppa,AL
497,Kansas,AL
498,Kellyton,AL
499,Kennedy,AL
500,Killen,AL
501,Kimberly,AL
502,Kinston,AL
503,Knoxville,AL
504,Laceys Spring,AL
505,Lafayette,AL
506,Lanett,AL
507,Langston,AL
508,Lapine,AL
509,Lawley,AL
510,Leeds,AL
511,Leesburg,AL
512,Leighton,AL
513,Lenox,AL
514,Leroy,AL
515,Lester,AL
516,Letohatchee,AL
517,Lexington,AL
518,Lillian,AL
519,Lincoln,AL
520,Linden,AL
521,Lineville,AL
522,Lisman,AL
523,Little River,AL
524,Livingston,AL
525,Loachapoka,AL
526,Lockhart,AL
527,Locust Fork,AL
528,Logan,AL
529,Louisville,AL
530,Lower Peach Tree,AL
531,Lowndesboro,AL
532,Loxley,AL
533,Luverne,AL
534,Lynn,AL
535,Madison,AL
536,Magnolia,AL
537,Magnolia Springs,AL
538,Malcolm,AL
539,Maplesville,AL
540,Marbury,AL
541,Margaret,AL
542,Marion,AL
543,Marion Junction,AL
544,Mathews,AL
545,McCalla,AL
546,McIntosh,AL
547,McKenzie,AL
548,McWilliams,AL
549,Melvin,AL
550,Mentone,AL
551,Meridianville,AL
552,Midland City,AL
553,Midway,AL
554,Millbrook,AL
555,Millerville,AL
556,Millport,AL
557,Millry,AL
558,Minter,AL
559,Mobile,AL
560,Monroeville,AL
561,Montevallo,AL
562,Montgomery,AL
563,Montrose,AL
564,Moody,AL
565,Mooresville,AL
566,Morris,AL
567,Moulton,AL
568,Moundville,AL
569,Mount Hope,AL
570,Mount Meigs,AL
571,Mount Olive,AL
572,Mount Vernon,AL
573,Mulga,AL
574,Munford,AL
575,Muscadine,AL
576,Muscle Shoals,AL
577,Myrtlewood,AL
578,Nanafalia,AL
579,Natural Bridge,AL
580,Nauvoo,AL
581,Needham,AL
582,New Brockton,AL
583,New Castle,AL
584,New Hope,AL
585,New Market,AL
586,Newbern,AL
587,Newton,AL
588,Newville,AL
589,Northport,AL
590,Notasulga,AL
591,Oak Hill,AL
592,Oakman,AL
593,Odenville,AL
594,Ohatchee,AL
595,Oneonta,AL
596,Opelika,AL
597,Opp,AL
598,Orange Beach,AL
599,Orrville,AL
600,Owens Cross Roads,AL
601,Oxford,AL
602,Ozark,AL
603,Paint Rock,AL
604,Panola,AL
605,Pansey,AL
606,Parrish,AL
607,Pelham,AL
608,Pell City,AL
609,Pennington,AL
610,Perdido,AL
611,Perdue Hill,AL
612,Peterman,AL
613,Phenix City,AL
614,Phil Campbell,AL
615,Piedmont,AL
616,Pike Road,AL
617,Pinckard,AL
618,Pine Apple,AL
619,Pine Hill,AL
620,Pinson,AL
621,Pisgah,AL
622,Pittsview,AL
623,Plantersville,AL
624,Pleasant Grove,AL
625,Point Clear,AL
626,Prattville,AL
627,Princeton,AL
628,Quinton,AL
629,Ragland,AL
630,Rainbow City,AL
631,Rainsville,AL
632,Ralph,AL
633,Ramer,AL
634,Ranburne,AL
635,Randolph,AL
636,Range,AL
637,Red Bay,AL
638,Red Level,AL
639,Reform,AL
640,Remlap,AL
641,Repton,AL
642,River Falls,AL
643,Riverside,AL
644,Roanoke,AL
645,Robertsdale,AL
646,Rockford,AL
647,Rogersville,AL
648,Russellville,AL
649,Rutledge,AL
650,Safford,AL
651,Saint Elmo,AL
652,Saint Stephens,AL
653,Salem,AL
654,Samson,AL
655,Saraland,AL
656,Sardis,AL
657,Satsuma,AL
658,Sawyerville,AL
659,Scottsboro,AL
660,Seale,AL
661,Section,AL
662,Selma,AL
663,Seminole,AL
664,Semmes,AL
665,Sheffield,AL
666,Shelby,AL
667,Shorter,AL
668,Shorterville,AL
669,Silas,AL
670,Silverhill,AL
671,Sipsey,AL
672,Skipperville,AL
673,Slocomb,AL
674,Smiths Station,AL
675,Somerville,AL
676,Springville,AL
677,Spruce Pine,AL
678,Stanton,AL
679,Stapleton,AL
680,Steele,AL
681,Sterrett,AL
682,Stevenson,AL
683,Stockton,AL
684,Sulligent,AL
685,Sumiton,AL
686,Summerdale,AL
687,Sunflower,AL
688,Sweet Water,AL
689,Sycamore,AL
690,Sylacauga,AL
691,Sylvania,AL
692,Talladega,AL
693,Tallassee,AL
694,Tanner,AL
695,Theodore,AL
696,Thomaston,AL
697,Thomasville,AL
698,Thorsby,AL
699,Tibbie,AL
700,Titus,AL
701,Toney,AL
702,Town Creek,AL
703,Townley,AL
704,Toxey,AL
705,Trafford,AL
706,Trenton,AL
707,Trinity,AL
708,Troy,AL
709,Trussville,AL
710,Tuscaloosa,AL
711,Tuscumbia,AL
712,Tuskegee,AL
713,Tuskegee Institute,AL
714,Tyler,AL
715,Union Grove,AL
716,Union Springs,AL
717,Uniontown,AL
718,Uriah,AL
719,Valhermoso Springs,AL
720,Valley,AL
721,Valley Head,AL
722,Vance,AL
723,Vandiver,AL
724,Verbena,AL
725,Vernon,AL
726,Vina,AL
727,Vincent,AL
728,Vinegar Bend,AL
729,Vinemont,AL
730,Vredenburgh,AL
731,Wadley,AL
732,Wagarville,AL
733,Walnut Grove,AL
734,Ward,AL
735,Warrior,AL
736,Waterloo,AL
737,Watson,AL
738,Waverly,AL
739,Weaver,AL
740,Webb,AL
741,Wedowee,AL
742,Wellington,AL
743,Weogufka,AL
744,West Blocton,AL
745,West Greene,AL
746,Westover,AL
747,Wetumpka,AL
748,Whatley,AL
749,Wilmer,AL
750,Wilsonville,AL
751,Winfield,AL
752,Wing,AL
753,Woodland,AL
754,Woodstock,AL
755,Woodville,AL
756,York,AL
757,Adona,AR
758,Alexander,AR
759,Alicia,AR
760,Alleene,AR
761,Alma,AR
762,Almyra,AR
763,Alpena,AR
764,Altheimer,AR
765,Altus,AR
766,Amagon,AR
767,Amity,AR
768,Antoine,AR
769,Arkadelphia,AR
770,Arkansas City,AR
771,Ash Flat,AR
772,Ashdown,AR
773,Atkins,AR
774,Aubrey,AR
775,Augusta,AR
776,Austin,AR
777,Bald Knob,AR
778,Banks,AR
779,Barling,AR
780,Bassett,AR
781,Batesville,AR
782,Bauxite,AR
783,Bay,AR
784,Bearden,AR
785,Bee Branch,AR
786,Beebe,AR
787,Beech Grove,AR
788,Beedeville,AR
789,Beirne,AR
790,Bella Vista,AR
791,Belleville,AR
792,Ben Lomond,AR
793,Benton,AR
794,Bentonville,AR
795,Bergman,AR
796,Berryville,AR
797,Bexar,AR
798,Big Flat,AR
799,Bigelow,AR
800,Biggers,AR
801,Biscoe,AR
802,Bismarck,AR
803,Black Oak,AR
804,Black Rock,AR
805,Blevins,AR
806,Blue Mountain,AR
807,Bluff City,AR
808,Bluffton,AR
809,Blytheville,AR
810,Boles,AR
811,Bonnerdale,AR
812,Bono,AR
813,Booneville,AR
814,Bradford,AR
815,Bradley,AR
816,Branch,AR
817,Brickeys,AR
818,Briggsville,AR
819,Brinkley,AR
820,Brockwell,AR
821,Brookland,AR
822,Bryant,AR
823,Buckner,AR
824,Bull Shoals,AR
825,Cabot,AR
826,Caddo Gap,AR
827,Caldwell,AR
828,Calico Rock,AR
829,Calion,AR
830,Camden,AR
831,Camp,AR
832,Canehill,AR
833,Caraway,AR
834,Carlisle,AR
835,Carthage,AR
836,Casa,AR
837,Cash,AR
838,Casscoe,AR
839,Cave City,AR
840,Cave Springs,AR
841,Cecil,AR
842,Cedarville,AR
843,Center Ridge,AR
844,Centerton,AR
845,Centerville,AR
846,Charleston,AR
847,Charlotte,AR
848,Cherokee Village,AR
849,Cherry Valley,AR
850,Chester,AR
851,Chidester,AR
852,Choctaw,AR
853,Clarendon,AR
854,Clarkedale,AR
855,Clarkridge,AR
856,Clarksville,AR
857,Cleveland,AR
858,Clinton,AR
859,Coal Hill,AR
860,College Station,AR
861,Colt,AR
862,Columbus,AR
863,Combs,AR
864,Compton,AR
865,Concord,AR
866,Conway,AR
867,Cord,AR
868,Corning,AR
869,Cotter,AR
870,Cotton Plant,AR
871,Cove,AR
872,Crawfordsville,AR
873,Crocketts Bluff,AR
874,Crossett,AR
875,Crumrod,AR
876,Curtis,AR
877,Cushman,AR
878,Damascus,AR
879,Danville,AR
880,Dardanelle,AR
881,Datto,AR
882,De Queen,AR
883,De Valls Bluff,AR
884,De Witt,AR
885,Decatur,AR
886,Deer,AR
887,Delaplaine,AR
888,Delaware,AR
889,Delight,AR
890,Dell,AR
891,Dennard,AR
892,Dermott,AR
893,Des Arc,AR
894,Desha,AR
895,Diamond City,AR
896,Dierks,AR
897,Doddridge,AR
898,Dolph,AR
899,Donaldson,AR
900,Dover,AR
901,Drasco,AR
902,Driver,AR
903,Dumas,AR
904,Dyer,AR
905,Dyess,AR
906,Earle,AR
907,Edgemont,AR
908,Edmondson,AR
909,Egypt,AR
910,El Dorado,AR
911,El Paso,AR
912,Elaine,AR
913,Elizabeth,AR
914,Elkins,AR
915,Emerson,AR
916,Emmet,AR
917,England,AR
918,Enola,AR
919,Ethel,AR
920,Etowah,AR
921,Eudora,AR
922,Eureka Springs,AR
923,Evansville,AR
924,Evening Shade,AR
925,Everton,AR
926,Fairfield Bay,AR
927,Farmington,AR
928,Fayetteville,AR
929,Fifty Six,AR
930,Fisher,AR
931,Flippin,AR
932,Floral,AR
933,Fordyce,AR
934,Foreman,AR
935,Forrest City,AR
936,Fort Smith,AR
937,Fouke,AR
938,Fountain Hill,AR
939,Fox,AR
940,Franklin,AR
941,Frenchmans Bayou,AR
942,Friendship,AR
943,Fulton,AR
944,Gamaliel,AR
945,Garfield,AR
946,Garland City,AR
947,Garner,AR
948,Gassville,AR
949,Gentry,AR
950,Gepp,AR
951,Gilbert,AR
952,Gillett,AR
953,Gillham,AR
954,Gilmore,AR
955,Glencoe,AR
956,Glenwood,AR
957,Goodwin,AR
958,Gould,AR
959,Grady,AR
960,Grannis,AR
961,Grapevine,AR
962,Gravelly,AR
963,Gravette,AR
964,Green Forest,AR
965,Greenbrier,AR
966,Greenway,AR
967,Greenwood,AR
968,Gregory,AR
969,Griffithville,AR
970,Grubbs,AR
971,Guion,AR
972,Gurdon,AR
973,Guy,AR
974,Hackett,AR
975,Hagarville,AR
976,Hamburg,AR
977,Hampton,AR
978,Hardy,AR
979,Harrell,AR
980,Harriet,AR
981,Harrisburg,AR
982,Harrison,AR
983,Hartford,AR
984,Hartman,AR
985,Harvey,AR
986,Hasty,AR
987,Hatfield,AR
988,Hattieville,AR
989,Havana,AR
990,Haynes,AR
991,Hazen,AR
992,Heber Springs,AR
993,Hector,AR
994,Helena,AR
995,Henderson,AR
996,Hensley,AR
997,Hermitage,AR
998,Heth,AR
999,Hickory Plains,AR
1000,Hickory Ridge,AR
1001,Higden,AR
1002,Higginson,AR
1003,Hindsville,AR
1004,Hiwasse,AR
1005,Holly Grove,AR
1006,Hope,AR
1007,Horatio,AR
1008,Horseshoe Bend,AR
1009,Hot Springs,AR
1010,Hot Springs National Park,AR
1011,Hot Springs Village,AR
1012,Houston,AR
1013,Hoxie,AR
1014,Hughes,AR
1015,Humnoke,AR
1016,Humphrey,AR
1017,Hunter,AR
1018,Huntington,AR
1019,Huntsville,AR
1020,Huttig,AR
1021,Ida,AR
1022,Imboden,AR
1023,Ivan,AR
1024,Jacksonport,AR
1025,Jacksonville,AR
1026,Jasper,AR
1027,Jefferson,AR
1028,Jersey,AR
1029,Jerusalem,AR
1030,Jessieville,AR
1031,Joiner,AR
1032,Jonesboro,AR
1033,Judsonia,AR
1034,Junction City,AR
1035,Keiser,AR
1036,Kensett,AR
1037,Keo,AR
1038,Kingsland,AR
1039,Kingston,AR
1040,Kirby,AR
1041,Knobel,AR
1042,Knoxville,AR
1043,La Grange,AR
1044,Lafe,AR
1045,Lake City,AR
1046,Lake Village,AR
1047,Lakeview,AR
1048,Lamar,AR
1049,Lambrook,AR
1050,Langley,AR
1051,Lavaca,AR
1052,Leachville,AR
1053,Lead Hill,AR
1054,Leola,AR
1055,Lepanto,AR
1056,Leslie,AR
1057,Letona,AR
1058,Lewisville,AR
1059,Lexa,AR
1060,Lincoln,AR
1061,Little Rock,AR
1062,Little Rock Air Force Base,AR
1063,Lockesburg,AR
1064,Locust Grove,AR
1065,London,AR
1066,Lonoke,AR
1067,Lonsdale,AR
1068,Louann,AR
1069,Lowell,AR
1070,Luxora,AR
1071,Lynn,AR
1072,Mabelvale,AR
1073,Madison,AR
1074,Magazine,AR
1075,Magness,AR
1076,Magnolia,AR
1077,Malvern,AR
1078,Mammoth Spring,AR
1079,Manila,AR
1080,Mansfield,AR
1081,Marble Falls,AR
1082,Marcella,AR
1083,Marianna,AR
1084,Marion,AR
1085,Marked Tree,AR
1086,Marmaduke,AR
1087,Marshall,AR
1088,Marvell,AR
1089,Maumelle,AR
1090,Mayflower,AR
1091,Maynard,AR
1092,Maysville,AR
1093,Mc Crory,AR
1094,McCaskill,AR
1095,McCrory,AR
1096,McDougal,AR
1097,McGehee,AR
1098,McNeil,AR
1099,McRae,AR
1100,Melbourne,AR
1101,Mellwood,AR
1102,Mena,AR
1103,Menifee,AR
1104,Midland,AR
1105,Midway,AR
1106,Mineral Springs,AR
1107,Minturn,AR
1108,Monette,AR
1109,Monroe,AR
1110,Monticello,AR
1111,Montrose,AR
1112,Moro,AR
1113,Morrilton,AR
1114,Morrow,AR
1115,Moscow,AR
1116,Mount Holly,AR
1117,Mount Ida,AR
1118,Mount Judea,AR
1119,Mount Pleasant,AR
1120,Mount Vernon,AR
1121,Mountain Home,AR
1122,Mountain Pine,AR
1123,Mountain View,AR
1124,Mountainburg,AR
1125,Mulberry,AR
1126,Murfreesboro,AR
1127,Nashville,AR
1128,Natural Dam,AR
1129,New Blaine,AR
1130,New Edinburg,AR
1131,Newark,AR
1132,Newhope,AR
1133,Newport,AR
1134,Norfork,AR
1135,Norman,AR
1136,Norphlet,AR
1137,North Little Rock,AR
1138,O'Kean,AR
1139,Oak Grove,AR
1140,Oakland,AR
1141,Oark,AR
1142,Oden,AR
1143,Ogden,AR
1144,Oil Trough,AR
1145,Okolona,AR
1146,Ola,AR
1147,Omaha,AR
1148,Oneida,AR
1149,Onia,AR
1150,Osceola,AR
1151,Oxford,AR
1152,Ozan,AR
1153,Ozark,AR
1154,Ozone,AR
1155,Palestine,AR
1156,Pangburn,AR
1157,Paragould,AR
1158,Paris,AR
1159,Parkdale,AR
1160,Parkin,AR
1161,Parks,AR
1162,Paron,AR
1163,Parthenon,AR
1164,Patterson,AR
1165,Pea Ridge,AR
1166,Peach Orchard,AR
1167,Pearcy,AR
1168,Peel,AR
1169,Pelsor,AR
1170,Pencil Bluff,AR
1171,Perry,AR
1172,Perryville,AR
1173,Pettigrew,AR
1174,Pickens,AR
1175,Piggott,AR
1176,Pindall,AR
1177,Pine Bluff,AR
1178,Pineville,AR
1179,Plainview,AR
1180,Pleasant Grove,AR
1181,Pleasant Plains,AR
1182,Plumerville,AR
1183,Pocahontas,AR
1184,Pollard,AR
1185,Ponca,AR
1186,Poplar Grove,AR
1187,Portia,AR
1188,Portland,AR
1189,Pottsville,AR
1190,Poughkeepsie,AR
1191,Powhatan,AR
1192,Poyen,AR
1193,Prairie Grove,AR
1194,Prattsville,AR
1195,Prescott,AR
1196,Prim,AR
1197,Proctor,AR
1198,Pyatt,AR
1199,Quitman,AR
1200,Ratcliff,AR
1201,Ravenden,AR
1202,Ravenden Springs,AR
1203,Rector,AR
1204,Redfield,AR
1205,Reydell,AR
1206,Reyno,AR
1207,Rison,AR
1208,Rivervale,AR
1209,Roe,AR
1210,Rogers,AR
1211,Rohwer,AR
1212,Roland,AR
1213,Romance,AR
1214,Rose Bud,AR
1215,Rosie,AR
1216,Rosston,AR
1217,Rover,AR
1218,Royal,AR
1219,Rudy,AR
1220,Russell,AR
1221,Russellville,AR
1222,Saffell,AR
1223,Sage,AR
1224,Saint Charles,AR
1225,Saint Francis,AR
1226,Saint Joe,AR
1227,Saint Paul,AR
1228,Salem,AR
1229,Saratoga,AR
1230,Scotland,AR
1231,Scott,AR
1232,Scranton,AR
1233,Searcy,AR
1234,Sheridan,AR
1235,Sherrill,AR
1236,Sherwood,AR
1237,Shirley,AR
1238,Sidney,AR
1239,Siloam Springs,AR
1240,Sims,AR
1241,Smackover,AR
1242,Smithville,AR
1243,Snow Lake,AR
1244,Solgohachia,AR
1245,Sparkman,AR
1246,Springdale,AR
1247,Springfield,AR
1248,Stamps,AR
1249,Star City,AR
1250,State University,AR
1251,Stephens,AR
1252,Story,AR
1253,Strawberry,AR
1254,Strong,AR
1255,Sturkie,AR
1256,Stuttgart,AR
1257,Subiaco,AR
1258,Success,AR
1259,Sulphur Rock,AR
1260,Sulphur Springs,AR
1261,Summers,AR
1262,Summit,AR
1263,Swifton,AR
1264,Taylor,AR
1265,Texarkana,AR
1266,Thida,AR
1267,Thornton,AR
1268,Tichnor,AR
1269,Tillar,AR
1270,Tilly,AR
1271,Timbo,AR
1272,Traskwood,AR
1273,Trumann,AR
1274,Tucker,AR
1275,Tuckerman,AR
1276,Tumbling Shoals,AR
1277,Tupelo,AR
1278,Turner,AR
1279,Turrell,AR
1280,Tyronza,AR
1281,Ulm,AR
1282,Umpire,AR
1283,Uniontown,AR
1284,Valley Springs,AR
1285,Van Buren,AR
1286,Vandervoort,AR
